,0,1,face
1592,KakaoTalk_20191211_220032272_09.jpg,JK,"{'box': [178, 157, 314, 425], 'confidence': 0.9961541295051575, 'keypoints': {'nose': (336, 429), 'right_eye': (421, 340), 'mouth_left': (270, 479), 'left_eye': (269, 322), 'mouth_right': (382, 494)}}"
1593,KakaoTalk_20191211_220032272_12.jpg,JK,"{'box': [290, 127, 329, 440], 'confidence': 0.9997679591178894, 'keypoints': {'nose': (392, 397), 'right_eye': (493, 297), 'mouth_left': (369, 476), 'left_eye': (348, 310), 'mouth_right': (484, 468)}}"
1594,KakaoTalk_20191211_220032272_13.jpg,JK,"{'box': [304, 100, 266, 348], 'confidence': 0.9992844462394714, 'keypoints': {'nose': (442, 285), 'right_eye': (518, 235), 'mouth_left': (377, 349), 'left_eye': (393, 212), 'mouth_right': (478, 368)}}"
1595,KakaoTalk_20191211_220032272_14.jpg,JK,"{'box': [205, 176, 308, 385], 'confidence': 0.988318681716919, 'keypoints': {'nose': (356, 379), 'right_eye': (432, 306), 'mouth_left': (300, 460), 'left_eye': (290, 310), 'mouth_right': (418, 460)}}"
1596,KakaoTalk_20191211_220032272_15.jpg,JK,"{'box': [192, 134, 329, 394], 'confidence': 0.9976392984390259, 'keypoints': {'nose': (359, 370), 'right_eye': (443, 268), 'mouth_left': (295, 427), 'left_eye': (285, 267), 'mouth_right': (425, 432)}}"
1597,KakaoTalk_20191211_220032272_16.jpg,JK,"{'box': [426, 56, 186, 234], 'confidence': 0.998683750629425, 'keypoints': {'nose': (516, 186), 'right_eye': (569, 144), 'mouth_left': (479, 235), 'left_eye': (481, 136), 'mouth_right': (549, 241)}}"
1598,KakaoTalk_20191211_220032272_17.jpg,JK,"{'box': [456, 74, 188, 263], 'confidence': 0.9999547004699707, 'keypoints': {'nose': (526, 234), 'right_eye': (580, 176), 'mouth_left': (508, 282), 'left_eye': (496, 187), 'mouth_right': (576, 275)}}"
1599,KakaoTalk_20191211_220032272_18.jpg,JK,"{'box': [386, 123, 206, 243], 'confidence': 0.9999793767929077, 'keypoints': {'nose': (494, 262), 'right_eye': (541, 201), 'mouth_left': (460, 310), 'left_eye': (444, 205), 'mouth_right': (531, 309)}}"
1600,KakaoTalk_20191211_220032272_19.jpg,JK,"{'box': [210, 130, 282, 407], 'confidence': 0.9993477463722229, 'keypoints': {'nose': (336, 384), 'right_eye': (417, 304), 'mouth_left': (290, 450), 'left_eye': (286, 294), 'mouth_right': (383, 459)}}"
1601,KakaoTalk_20191211_220032272_20.jpg,JK,"{'box': [305, 133, 305, 414], 'confidence': 0.9998741149902344, 'keypoints': {'nose': (392, 382), 'right_eye': (496, 310), 'mouth_left': (355, 433), 'left_eye': (368, 296), 'mouth_right': (480, 446)}}"
1602,KakaoTalk_20191212_094532163.jpg,JK,"{'box': [321, 207, 297, 352], 'confidence': 0.9998842477798462, 'keypoints': {'nose': (434, 360), 'right_eye': (535, 346), 'mouth_left': (374, 466), 'left_eye': (390, 338), 'mouth_right': (487, 476)}}"
1604,KakaoTalk_20191212_094532163_04.jpg,JK,"{'box': [193, 111, 264, 362], 'confidence': 0.9996107220649719, 'keypoints': {'nose': (389, 339), 'right_eye': (423, 264), 'mouth_left': (331, 407), 'left_eye': (304, 262), 'mouth_right': (413, 404)}}"
1605,KakaoTalk_20191212_094532163_05.jpg,JK,"{'box': [195, 253, 358, 513], 'confidence': 0.9996397495269775, 'keypoints': {'nose': (376, 599), 'right_eye': (459, 471), 'mouth_left': (310, 660), 'left_eye': (282, 468), 'mouth_right': (440, 658)}}"
1606,KakaoTalk_20191212_094532163_06.jpg,JK,"{'box': [439, 342, 622, 778], 'confidence': 0.9971643090248108, 'keypoints': {'nose': (754, 784), 'right_eye': (902, 624), 'mouth_left': (652, 936), 'left_eye': (615, 629), 'mouth_right': (859, 935)}}"
1607,KakaoTalk_20191212_094532163_07.jpg,JK,"{'box': [648, 285, 660, 875], 'confidence': 0.9997666478157043, 'keypoints': {'nose': (842, 817), 'right_eye': (1064, 662), 'mouth_left': (751, 935), 'left_eye': (783, 638), 'mouth_right': (1024, 957)}}"
1608,KakaoTalk_20191212_094532163_08.jpg,JK,"{'box': [480, 333, 808, 1043], 'confidence': 0.9916236996650696, 'keypoints': {'nose': (735, 958), 'right_eye': (934, 684), 'mouth_left': (709, 1163), 'left_eye': (595, 762), 'mouth_right': (987, 1097)}}"
1609,KakaoTalk_20191212_094532163_09.jpg,JK,"{'box': [466, 323, 813, 1018], 'confidence': 0.9960707426071167, 'keypoints': {'nose': (748, 922), 'right_eye': (948, 658), 'mouth_left': (722, 1118), 'left_eye': (618, 767), 'mouth_right': (1020, 1035)}}"
1611,KakaoTalk_20191212_094532163_11.jpg,JK,"{'box': [664, 273, 597, 675], 'confidence': 0.9993651509284973, 'keypoints': {'nose': (936, 620), 'right_eye': (1063, 482), 'mouth_left': (874, 806), 'left_eye': (802, 532), 'mouth_right': (1073, 775)}}"
1612,KakaoTalk_20191212_094532163_12.jpg,JK,"{'box': [665, 305, 597, 692], 'confidence': 0.9977349042892456, 'keypoints': {'nose': (932, 684), 'right_eye': (1073, 510), 'mouth_left': (877, 852), 'left_eye': (801, 559), 'mouth_right': (1073, 817)}}"
1613,KakaoTalk_20191212_094532163_13.jpg,JK,"{'box': [472, 173, 97, 122], 'confidence': 0.9998212456703186, 'keypoints': {'nose': (520, 242), 'right_eye': (547, 220), 'mouth_left': (499, 268), 'left_eye': (499, 217), 'mouth_right': (536, 270)}}"
1614,KakaoTalk_20191212_094532163_14.jpg,JK,"{'box': [365, 326, 73, 95], 'confidence': 0.9999842643737793, 'keypoints': {'nose': (396, 388), 'right_eye': (421, 372), 'mouth_left': (380, 399), 'left_eye': (386, 362), 'mouth_right': (405, 407)}}"
1615,KakaoTalk_20191212_094532163_15.jpg,JK,"{'box': [165, -73, 495, 554], 'confidence': 0.9998630285263062, 'keypoints': {'nose': (397, 205), 'right_eye': (549, 92), 'mouth_left': (289, 311), 'left_eye': (314, 73), 'mouth_right': (506, 337)}}"
1616,KakaoTalk_20191212_203319321.jpg,JK,"{'box': [161, 109, 153, 199], 'confidence': 0.9999375343322754, 'keypoints': {'nose': (207, 213), 'right_eye': (257, 182), 'mouth_left': (185, 259), 'left_eye': (189, 176), 'mouth_right': (234, 261)}}"
1617,KakaoTalk_20191212_231916953.jpg,JK,"{'box': [543, 261, 389, 529], 'confidence': 0.999994158744812, 'keypoints': {'nose': (792, 569), 'right_eye': (864, 508), 'mouth_left': (683, 654), 'left_eye': (700, 458), 'mouth_right': (807, 688)}}"
1618,KakaoTalk_20191212_231916953_01.jpg,JK,"{'box': [221, 206, 487, 600], 'confidence': 0.9999104738235474, 'keypoints': {'nose': (412, 535), 'right_eye': (552, 434), 'mouth_left': (324, 659), 'left_eye': (329, 427), 'mouth_right': (513, 668)}}"
1619,KakaoTalk_20191212_231916953_02.jpg,JK,"{'box': [677, 307, 338, 456], 'confidence': 0.9999896287918091, 'keypoints': {'nose': (914, 591), 'right_eye': (966, 526), 'mouth_left': (796, 632), 'left_eye': (835, 476), 'mouth_right': (904, 673)}}"
1620,KakaoTalk_20191212_231916953_03.jpg,JK,"{'box': [410, 281, 365, 465], 'confidence': 0.9999407529830933, 'keypoints': {'nose': (677, 519), 'right_eye': (687, 434), 'mouth_left': (612, 639), 'left_eye': (535, 472), 'mouth_right': (730, 609)}}"
1621,KakaoTalk_20191212_231916953_04.jpg,JK,"{'box': [430, 576, 553, 767], 'confidence': 0.999798595905304, 'keypoints': {'nose': (612, 1064), 'right_eye': (792, 890), 'mouth_left': (534, 1194), 'left_eye': (522, 869), 'mouth_right': (726, 1209)}}"
1622,KakaoTalk_20191212_231916953_05.jpg,JK,"{'box': [124, 100, 233, 291], 'confidence': 0.9999969005584717, 'keypoints': {'nose': (268, 259), 'right_eye': (308, 217), 'mouth_left': (218, 323), 'left_eye': (206, 212), 'mouth_right': (299, 325)}}"
1623,KakaoTalk_20191212_231916953_08.jpg,JK,"{'box': [361, 285, 503, 635], 'confidence': 0.9994726777076721, 'keypoints': {'nose': (598, 633), 'right_eye': (696, 505), 'mouth_left': (533, 763), 'left_eye': (480, 537), 'mouth_right': (715, 738)}}"
1624,KakaoTalk_20191212_231916953_09.jpg,JK,"{'box': [423, 340, 428, 510], 'confidence': 0.9999668598175049, 'keypoints': {'nose': (698, 610), 'right_eye': (744, 513), 'mouth_left': (635, 741), 'left_eye': (559, 553), 'mouth_right': (778, 708)}}"
1625,KakaoTalk_20191212_231916953_10.jpg,JK,"{'box': [587, 253, 218, 284], 'confidence': 0.9986804127693176, 'keypoints': {'nose': (749, 402), 'right_eye': (769, 360), 'mouth_left': (702, 475), 'left_eye': (677, 363), 'mouth_right': (771, 469)}}"
1626,KakaoTalk_20191212_231916953_11.jpg,JK,"{'box': [387, 229, 442, 550], 'confidence': 0.9999969005584717, 'keypoints': {'nose': (524, 535), 'right_eye': (651, 435), 'mouth_left': (481, 646), 'left_eye': (470, 445), 'mouth_right': (624, 638)}}"
1627,KakaoTalk_20191212_231916953_12.jpg,JK,"{'box': [558, 152, 314, 424], 'confidence': 0.999988317489624, 'keypoints': {'nose': (793, 390), 'right_eye': (830, 341), 'mouth_left': (688, 451), 'left_eye': (702, 301), 'mouth_right': (797, 480)}}"
1628,KakaoTalk_20191212_231916953_13.jpg,JK,"{'box': [483, 306, 308, 369], 'confidence': 0.9914913773536682, 'keypoints': {'nose': (537, 494), 'right_eye': (624, 410), 'mouth_left': (545, 603), 'left_eye': (505, 473), 'mouth_right': (642, 559)}}"
1629,KakaoTalk_20191212_231916953_14.jpg,JK,"{'box': [508, 140, 258, 324], 'confidence': 0.9999583959579468, 'keypoints': {'nose': (723, 297), 'right_eye': (726, 251), 'mouth_left': (668, 388), 'left_eye': (619, 265), 'mouth_right': (749, 374)}}"
1630,KakaoTalk_20191212_231916953_15.jpg,JK,"{'box': [662, 198, 287, 316], 'confidence': 0.9991917014122009, 'keypoints': {'nose': (832, 418), 'right_eye': (893, 385), 'mouth_left': (755, 447), 'left_eye': (793, 331), 'mouth_right': (816, 487)}}"
1631,KakaoTalk_20191212_231916953_16.jpg,JK,"{'box': [474, 249, 597, 789], 'confidence': 0.9999678134918213, 'keypoints': {'nose': (967, 662), 'right_eye': (976, 551), 'mouth_left': (819, 859), 'left_eye': (735, 559), 'mouth_right': (1013, 840)}}"
1632,KakaoTalk_20191212_231916953_17.jpg,JK,"{'box': [322, 90, 192, 263], 'confidence': 0.9994187355041504, 'keypoints': {'nose': (428, 247), 'right_eye': (477, 204), 'mouth_left': (374, 286), 'left_eye': (388, 183), 'mouth_right': (447, 302)}}"
1633,KakaoTalk_20191212_231916953_18.jpg,JK,"{'box': [323, 87, 191, 261], 'confidence': 0.9980717897415161, 'keypoints': {'nose': (449, 263), 'right_eye': (493, 224), 'mouth_left': (380, 271), 'left_eye': (417, 191), 'mouth_right': (453, 303)}}"
1634,KakaoTalk_20191212_231916953_19.jpg,JK,"{'box': [308, 112, 214, 275], 'confidence': 0.9999099969863892, 'keypoints': {'nose': (486, 257), 'right_eye': (470, 196), 'mouth_left': (429, 321), 'left_eye': (392, 232), 'mouth_right': (507, 286)}}"
1635,KakaoTalk_20191212_231916953_20.jpg,JK,"{'box': [255, 312, 314, 387], 'confidence': 0.9999995231628418, 'keypoints': {'nose': (371, 549), 'right_eye': (451, 466), 'mouth_left': (334, 620), 'left_eye': (316, 462), 'mouth_right': (436, 626)}}"
1637,KakaoTalk_20191212_231916953_22.jpg,JK,"{'box': [292, 171, 368, 483], 'confidence': 0.9999877214431763, 'keypoints': {'nose': (602, 416), 'right_eye': (598, 344), 'mouth_left': (512, 542), 'left_eye': (450, 355), 'mouth_right': (632, 525)}}"
1638,KakaoTalk_20191212_231916953_27.jpg,JK,"{'box': [364, 59, 156, 183], 'confidence': 0.9999980926513672, 'keypoints': {'nose': (454, 148), 'right_eye': (482, 132), 'mouth_left': (420, 194), 'left_eye': (412, 126), 'mouth_right': (478, 200)}}"
1639,KakaoTalk_20191212_231916953_28.jpg,JK,"{'box': [410, 122, 182, 198], 'confidence': 0.999143123626709, 'keypoints': {'nose': (520, 261), 'right_eye': (558, 240), 'mouth_left': (471, 278), 'left_eye': (495, 206), 'mouth_right': (510, 303)}}"
1640,KakaoTalk_20191212_231916953_29.jpg,JK,"{'box': [305, 189, 186, 226], 'confidence': 0.9944215416908264, 'keypoints': {'nose': (333, 303), 'right_eye': (392, 252), 'mouth_left': (335, 372), 'left_eye': (316, 286), 'mouth_right': (398, 348)}}"
1641,KakaoTalk_20191125_214948835.jpg,JM,"{'box': [326, 192, 291, 353], 'confidence': 0.9999197721481323, 'keypoints': {'nose': (389, 387), 'right_eye': (467, 291), 'mouth_left': (397, 476), 'left_eye': (356, 345), 'mouth_right': (502, 432)}}"
1645,KakaoTalk_20191125_214948835_04.jpg,JM,"{'box': [255, 189, 125, 146], 'confidence': 0.9999991655349731, 'keypoints': {'nose': (303, 270), 'right_eye': (328, 234), 'mouth_left': (299, 308), 'left_eye': (278, 251), 'mouth_right': (336, 296)}}"
1646,KakaoTalk_20191126_190502774.jpg,JM,"{'box': [367, 115, 69, 91], 'confidence': 0.970038890838623, 'keypoints': {'nose': (386, 149), 'right_eye': (402, 127), 'mouth_left': (399, 179), 'left_eye': (383, 141), 'mouth_right': (411, 169)}}"
1647,KakaoTalk_20191126_195600514_01.jpg,JM,"{'box': [406, 125, 188, 266], 'confidence': 0.9973511695861816, 'keypoints': {'nose': (467, 272), 'right_eye': (525, 234), 'mouth_left': (440, 317), 'left_eye': (446, 224), 'mouth_right': (509, 329)}}"
1649,KakaoTalk_20191126_195600514_03.jpg,JM,"{'box': [139, 116, 264, 342], 'confidence': 0.9991793036460876, 'keypoints': {'nose': (198, 293), 'right_eye': (283, 229), 'mouth_left': (190, 378), 'left_eye': (184, 246), 'mouth_right': (277, 361)}}"
1650,KakaoTalk_20191126_195600514_04.jpg,JM,"{'box': [131, 256, 231, 301], 'confidence': 0.9990575909614563, 'keypoints': {'nose': (263, 448), 'right_eye': (320, 381), 'mouth_left': (199, 480), 'left_eye': (206, 378), 'mouth_right': (320, 486)}}"
1651,KakaoTalk_20191126_195946025_01.jpg,JM,"{'box': [405, 150, 63, 86], 'confidence': 0.9989686012268066, 'keypoints': {'nose': (455, 200), 'right_eye': (463, 184), 'mouth_left': (434, 214), 'left_eye': (437, 183), 'mouth_right': (457, 215)}}"
1652,KakaoTalk_20191126_195946025_02.jpg,JM,"{'box': [377, 122, 101, 121], 'confidence': 0.9981644749641418, 'keypoints': {'nose': (429, 178), 'right_eye': (453, 165), 'mouth_left': (409, 211), 'left_eye': (407, 165), 'mouth_right': (448, 211)}}"
1653,KakaoTalk_20191126_195946025_07.jpg,JM,"{'box': [190, 163, 106, 133], 'confidence': 0.9970356225967407, 'keypoints': {'nose': (239, 239), 'right_eye': (257, 202), 'mouth_left': (235, 267), 'left_eye': (215, 220), 'mouth_right': (272, 251)}}"
1654,KakaoTalk_20191126_200050634.jpg,JM,"{'box': [254, 113, 109, 133], 'confidence': 0.9964034557342529, 'keypoints': {'nose': (284, 176), 'right_eye': (318, 157), 'mouth_left': (271, 211), 'left_eye': (273, 160), 'mouth_right': (307, 210)}}"
1656,KakaoTalk_20191126_200050634_02.jpg,JM,"{'box': [160, 51, 110, 135], 'confidence': 0.999996542930603, 'keypoints': {'nose': (227, 122), 'right_eye': (244, 99), 'mouth_left': (209, 157), 'left_eye': (191, 103), 'mouth_right': (245, 153)}}"
1657,KakaoTalk_20191126_200050634_03.jpg,JM,"{'box': [270, 120, 119, 190], 'confidence': 0.9915226697921753, 'keypoints': {'nose': (290, 232), 'right_eye': (339, 202), 'mouth_left': (277, 265), 'left_eye': (288, 194), 'mouth_right': (316, 271)}}"
1659,KakaoTalk_20191126_200050634_06.jpg,JM,"{'box': [548, 74, 71, 95], 'confidence': 0.9977418184280396, 'keypoints': {'nose': (566, 122), 'right_eye': (594, 112), 'mouth_left': (556, 146), 'left_eye': (566, 106), 'mouth_right': (580, 151)}}"
1660,KakaoTalk_20191126_200050634_07.jpg,JM,"{'box': [288, 78, 151, 135], 'confidence': 0.9980897307395935, 'keypoints': {'nose': (357, 179), 'right_eye': (361, 129), 'mouth_left': (381, 204), 'left_eye': (334, 169), 'mouth_right': (400, 170)}}"
1661,KakaoTalk_20191126_200050634_09.jpg,JM,"{'box': [438, 61, 81, 101], 'confidence': 0.9999467134475708, 'keypoints': {'nose': (487, 114), 'right_eye': (499, 95), 'mouth_left': (475, 140), 'left_eye': (461, 102), 'mouth_right': (505, 134)}}"
1663,KakaoTalk_20191126_200050634_11.jpg,JM,"{'box': [237, 54, 130, 171], 'confidence': 0.9959782361984253, 'keypoints': {'nose': (320, 135), 'right_eye': (348, 123), 'mouth_left': (287, 177), 'left_eye': (289, 112), 'mouth_right': (332, 185)}}"
1664,KakaoTalk_20191126_200050634_12.jpg,JM,"{'box': [264, 123, 103, 141], 'confidence': 0.9998365640640259, 'keypoints': {'nose': (294, 201), 'right_eye': (325, 177), 'mouth_left': (285, 231), 'left_eye': (280, 176), 'mouth_right': (318, 234)}}"
1665,KakaoTalk_20191126_200050634_13.jpg,JM,"{'box': [268, 131, 100, 137], 'confidence': 0.9999804496765137, 'keypoints': {'nose': (298, 203), 'right_eye': (332, 181), 'mouth_left': (285, 232), 'left_eye': (287, 177), 'mouth_right': (319, 236)}}"
1666,KakaoTalk_20191126_200050634_14.jpg,JM,"{'box': [296, 93, 115, 166], 'confidence': 0.9999996423721313, 'keypoints': {'nose': (397, 190), 'right_eye': (398, 163), 'mouth_left': (358, 214), 'left_eye': (363, 156), 'mouth_right': (387, 220)}}"
1667,KakaoTalk_20191126_200050634_15.jpg,JM,"{'box': [287, 90, 107, 154], 'confidence': 0.9999703168869019, 'keypoints': {'nose': (384, 175), 'right_eye': (384, 154), 'mouth_left': (354, 207), 'left_eye': (346, 151), 'mouth_right': (384, 209)}}"
1669,KakaoTalk_20191126_200050634_17.jpg,JM,"{'box': [274, 121, 70, 93], 'confidence': 0.9966849684715271, 'keypoints': {'nose': (285, 171), 'right_eye': (315, 156), 'mouth_left': (281, 190), 'left_eye': (289, 149), 'mouth_right': (302, 195)}}"
1670,KakaoTalk_20191126_200050634_18.jpg,JM,"{'box': [477, 65, 131, 150], 'confidence': 0.9918699264526367, 'keypoints': {'nose': (534, 148), 'right_eye': (573, 150), 'mouth_left': (493, 144), 'left_eye': (536, 104), 'mouth_right': (529, 184)}}"
1671,KakaoTalk_20191126_200050634_19.jpg,JM,"{'box': [244, 162, 136, 173], 'confidence': 0.9872408509254456, 'keypoints': {'nose': (321, 250), 'right_eye': (351, 234), 'mouth_left': (285, 285), 'left_eye': (291, 225), 'mouth_right': (338, 293)}}"
1672,KakaoTalk_20191126_200050634_20.jpg,JM,"{'box': [278, 99, 111, 157], 'confidence': 0.9990766048431396, 'keypoints': {'nose': (342, 182), 'right_eye': (366, 161), 'mouth_left': (319, 216), 'left_eye': (314, 159), 'mouth_right': (358, 217)}}"
1676,KakaoTalk_20191126_200050634_25.jpg,JM,"{'box': [397, 75, 122, 132], 'confidence': 0.9996079802513123, 'keypoints': {'nose': (456, 136), 'right_eye': (478, 113), 'mouth_left': (448, 178), 'left_eye': (429, 130), 'mouth_right': (489, 162)}}"
1677,KakaoTalk_20191126_200050634_26.jpg,JM,"{'box': [133, 161, 106, 130], 'confidence': 0.9993985891342163, 'keypoints': {'nose': (162, 235), 'right_eye': (192, 205), 'mouth_left': (158, 262), 'left_eye': (150, 209), 'mouth_right': (188, 260)}}"
1678,KakaoTalk_20191126_200050634_27.jpg,JM,"{'box': [266, 108, 122, 166], 'confidence': 0.9999233484268188, 'keypoints': {'nose': (329, 196), 'right_eye': (355, 167), 'mouth_left': (307, 232), 'left_eye': (300, 169), 'mouth_right': (350, 232)}}"
1679,KakaoTalk_20191126_200050634_28.jpg,JM,"{'box': [559, 130, 64, 86], 'confidence': 0.9906170964241028, 'keypoints': {'nose': (569, 178), 'right_eye': (597, 165), 'mouth_left': (564, 196), 'left_eye': (573, 157), 'mouth_right': (582, 201)}}"
1680,KakaoTalk_20191126_200050634_29.jpg,JM,"{'box': [224, 130, 166, 205], 'confidence': 0.978185772895813, 'keypoints': {'nose': (306, 249), 'right_eye': (339, 207), 'mouth_left': (298, 281), 'left_eye': (285, 221), 'mouth_right': (340, 272)}}"
1681,KakaoTalk_20191126_200314376.jpg,JM,"{'box': [287, 181, 139, 183], 'confidence': 0.999047577381134, 'keypoints': {'nose': (374, 277), 'right_eye': (402, 256), 'mouth_left': (336, 315), 'left_eye': (338, 247), 'mouth_right': (387, 324)}}"
1682,KakaoTalk_20191126_200314376_02.jpg,JM,"{'box': [409, 77, 98, 135], 'confidence': 0.9977037310600281, 'keypoints': {'nose': (441, 147), 'right_eye': (470, 126), 'mouth_left': (430, 178), 'left_eye': (427, 129), 'mouth_right': (465, 177)}}"
1683,KakaoTalk_20191126_200314376_03.jpg,JM,"{'box': [309, 160, 113, 144], 'confidence': 0.9997499585151672, 'keypoints': {'nose': (336, 230), 'right_eye': (372, 200), 'mouth_left': (333, 266), 'left_eye': (324, 211), 'mouth_right': (375, 259)}}"
1684,KakaoTalk_20191126_200314376_04.jpg,JM,"{'box': [251, 217, 56, 65], 'confidence': 0.9956247210502625, 'keypoints': {'nose': (266, 250), 'right_eye': (286, 240), 'mouth_left': (261, 269), 'left_eye': (261, 244), 'mouth_right': (280, 267)}}"
1685,KakaoTalk_20191126_200314376_05.jpg,JM,"{'box': [264, 45, 88, 123], 'confidence': 0.9995013475418091, 'keypoints': {'nose': (341, 116), 'right_eye': (342, 96), 'mouth_left': (314, 138), 'left_eye': (311, 93), 'mouth_right': (340, 140)}}"
1686,KakaoTalk_20191126_200314376_06.jpg,JM,"{'box': [365, 132, 101, 162], 'confidence': 0.9999756813049316, 'keypoints': {'nose': (464, 225), 'right_eye': (462, 203), 'mouth_left': (424, 247), 'left_eye': (436, 190), 'mouth_right': (447, 255)}}"
1687,KakaoTalk_20191126_200314376_07.jpg,JM,"{'box': [506, 151, 98, 121], 'confidence': 0.9998725652694702, 'keypoints': {'nose': (555, 222), 'right_eye': (579, 199), 'mouth_left': (531, 242), 'left_eye': (533, 195), 'mouth_right': (576, 245)}}"
1688,KakaoTalk_20191126_200314376_08.jpg,JM,"{'box': [387, 117, 75, 91], 'confidence': 0.9999270439147949, 'keypoints': {'nose': (418, 159), 'right_eye': (437, 147), 'mouth_left': (406, 182), 'left_eye': (404, 146), 'mouth_right': (436, 183)}}"
1689,KakaoTalk_20191126_200314376_10.jpg,JM,"{'box': [336, 166, 73, 89], 'confidence': 0.9730088710784912, 'keypoints': {'nose': (370, 213), 'right_eye': (391, 207), 'mouth_left': (349, 234), 'left_eye': (356, 198), 'mouth_right': (378, 241)}}"
1690,KakaoTalk_20191126_200314376_11.jpg,JM,"{'box': [223, 111, 122, 151], 'confidence': 0.9998441934585571, 'keypoints': {'nose': (277, 181), 'right_eye': (307, 160), 'mouth_left': (260, 224), 'left_eye': (253, 167), 'mouth_right': (301, 220)}}"
1691,KakaoTalk_20191126_200314376_12.jpg,JM,"{'box': [495, 392, 30, 35], 'confidence': 0.9977018237113953, 'keypoints': {'nose': (512, 406), 'right_eye': (520, 403), 'mouth_left': (504, 416), 'left_eye': (504, 402), 'mouth_right': (518, 417)}}"
1692,KakaoTalk_20191126_200314376_15.jpg,JM,"{'box': [300, 330, 73, 93], 'confidence': 0.9999287128448486, 'keypoints': {'nose': (328, 391), 'right_eye': (348, 369), 'mouth_left': (317, 401), 'left_eye': (316, 368), 'mouth_right': (345, 403)}}"
1694,KakaoTalk_20191126_200314376_17.jpg,JM,"{'box': [405, 512, 72, 83], 'confidence': 0.999988317489624, 'keypoints': {'nose': (435, 563), 'right_eye': (446, 537), 'mouth_left': (434, 577), 'left_eye': (419, 547), 'mouth_right': (459, 566)}}"
1695,KakaoTalk_20191126_200314376_18.jpg,JM,"{'box': [367, 513, 32, 40], 'confidence': 0.9997182488441467, 'keypoints': {'nose': (372, 529), 'right_eye': (385, 528), 'mouth_left': (368, 540), 'left_eye': (377, 526), 'mouth_right': (374, 542)}}"
1696,KakaoTalk_20191126_200314376_19.jpg,JM,"{'box': [252, 332, 56, 66], 'confidence': 0.9999103546142578, 'keypoints': {'nose': (267, 371), 'right_eye': (279, 350), 'mouth_left': (273, 387), 'left_eye': (262, 363), 'mouth_right': (286, 377)}}"
1697,KakaoTalk_20191126_200314376_25.jpg,JM,"{'box': [216, 84, 110, 130], 'confidence': 0.9863311052322388, 'keypoints': {'nose': (231, 136), 'right_eye': (272, 120), 'mouth_left': (228, 182), 'left_eye': (234, 126), 'mouth_right': (257, 177)}}"
1698,KakaoTalk_20191126_200314376_26.jpg,JM,"{'box': [257, 46, 118, 149], 'confidence': 0.9983147382736206, 'keypoints': {'nose': (308, 122), 'right_eye': (342, 104), 'mouth_left': (279, 150), 'left_eye': (286, 98), 'mouth_right': (333, 155)}}"
1699,KakaoTalk_20191126_200314376_27.jpg,JM,"{'box': [258, 70, 107, 143], 'confidence': 0.9997689127922058, 'keypoints': {'nose': (306, 143), 'right_eye': (337, 126), 'mouth_left': (278, 167), 'left_eye': (288, 117), 'mouth_right': (328, 175)}}"
1700,KakaoTalk_20191126_200314376_28.jpg,JM,"{'box': [243, 65, 149, 192], 'confidence': 0.9950456619262695, 'keypoints': {'nose': (284, 156), 'right_eye': (332, 127), 'mouth_left': (275, 206), 'left_eye': (266, 136), 'mouth_right': (331, 197)}}"
1701,KakaoTalk_20191126_200345155_02.jpg,JM,"{'box': [243, 129, 161, 228], 'confidence': 0.994123637676239, 'keypoints': {'nose': (298, 262), 'right_eye': (357, 226), 'mouth_left': (271, 298), 'left_eye': (280, 211), 'mouth_right': (329, 311)}}"
1702,KakaoTalk_20191126_200345155_03.jpg,JM,"{'box': [254, 128, 145, 203], 'confidence': 0.9999357461929321, 'keypoints': {'nose': (295, 238), 'right_eye': (346, 210), 'mouth_left': (272, 276), 'left_eye': (279, 197), 'mouth_right': (323, 286)}}"
1703,KakaoTalk_20191126_200345155_04.jpg,JM,"{'box': [243, 124, 153, 202], 'confidence': 0.9999476671218872, 'keypoints': {'nose': (296, 228), 'right_eye': (347, 202), 'mouth_left': (267, 269), 'left_eye': (277, 191), 'mouth_right': (325, 279)}}"
1704,KakaoTalk_20191126_200345155_05.jpg,JM,"{'box': [233, 114, 155, 197], 'confidence': 0.9991857409477234, 'keypoints': {'nose': (292, 217), 'right_eye': (343, 195), 'mouth_left': (268, 267), 'left_eye': (269, 191), 'mouth_right': (327, 268)}}"
1705,KakaoTalk_20191126_200345155_06.jpg,JM,"{'box': [339, 103, 169, 211], 'confidence': 0.9995575547218323, 'keypoints': {'nose': (471, 207), 'right_eye': (474, 182), 'mouth_left': (439, 260), 'left_eye': (409, 185), 'mouth_right': (489, 257)}}"
1706,KakaoTalk_20191126_200345155_07.jpg,JM,"{'box': [307, 146, 110, 128], 'confidence': 0.9548874497413635, 'keypoints': {'nose': (326, 195), 'right_eye': (371, 191), 'mouth_left': (314, 238), 'left_eye': (329, 193), 'mouth_right': (345, 239)}}"
1708,KakaoTalk_20191126_200345155_09.jpg,JM,"{'box': [274, 163, 103, 139], 'confidence': 0.999529242515564, 'keypoints': {'nose': (347, 249), 'right_eye': (363, 224), 'mouth_left': (317, 270), 'left_eye': (316, 222), 'mouth_right': (362, 270)}}"
1709,KakaoTalk_20191126_200345155_10.jpg,JM,"{'box': [330, 178, 144, 181], 'confidence': 0.9940363168716431, 'keypoints': {'nose': (366, 252), 'right_eye': (418, 250), 'mouth_left': (336, 296), 'left_eye': (369, 236), 'mouth_right': (375, 308)}}"
